Drug,SideEffect,OrganClass,Reported,Expected,TimesMoreThanExpected,PRR,ROR,SignalScore,Status,ReferenceSetStatus,PctSerious,PctFatal,PctRechallengePositive,PctClinicianReported,EverFlagged,FirstFlagged
METFORMIN,TREMOR,Nervous system,1312,1288.4,1.02,1.02,1.02,-0.065,Ordinary,Not in reference set,82.62,17.99,5.87,67.45,No,
AMLODIPINE,PARAESTHESIA,Nervous system,1304,1280.3,1.02,1.02,1.02,-0.065,Ordinary,Not in reference set,84.05,18.33,6.06,69.17,No,
TRAMADOL,HEPATITIS,Hepatobiliary,535,506.9,1.06,1.06,1.06,-0.065,Ordinary,Not in reference set,83.36,20.19,4.30,62.99,No,
IBUPROFEN,HEADACHE,Nervous system,2513,2511.7,1.00,1.00,1.00,-0.065,Ordinary,Not in reference set,83.17,17.35,5.13,66.34,No,
IBUPROFEN,DEPRESSION,Psychiatric,2427,2423.9,1.00,1.00,1.00,-0.065,Ordinary,Not in reference set,81.87,16.65,5.60,65.27,No,
METHOTREXATE,MYALGIA,Musculoskeletal,1205,1180.3,1.02,1.02,1.02,-0.065,Ordinary,Not in reference set,84.48,15.68,7.22,67.22,No,
VALPROATE,PYREXIA,General,1019,992.5,1.03,1.03,1.03,-0.065,Ordinary,Not in reference set,83.02,17.08,5.20,68.30,No,
LEVOFLOXACIN,ABDOMINAL PAIN,Gastrointestinal,1574,1554.8,1.01,1.01,1.01,-0.066,Ordinary,Not in reference set,82.53,17.53,6.67,65.18,No,
VARENICLINE,OFF LABEL USE,General,680,651.8,1.04,1.05,1.05,-0.066,Ordinary,Not in reference set,81.76,16.47,6.62,66.76,No,
LEVOTHYROXINE,URTICARIA,Skin,1757,1741.1,1.01,1.01,1.01,-0.066,Ordinary,Not in reference set,83.55,17.70,4.89,65.45,No,
AMIODARONE,MALAISE,General,836,808.3,1.03,1.04,1.04,-0.066,Ordinary,Not in reference set,82.89,18.90,5.74,65.91,No,
ROSUVASTATIN,MEMORY IMPAIRMENT,Nervous system,806,778.2,1.04,1.04,1.04,-0.066,Ordinary,Not in reference set,84.49,15.38,4.96,68.11,No,
DULOXETINE,MUSCULAR WEAKNESS,Musculoskeletal,810,782.3,1.04,1.04,1.04,-0.066,Ordinary,Not in reference set,82.22,17.16,4.94,66.67,No,
IBUPROFEN,FOETAL MALFORMATION,Congenital,731,703.0,1.04,1.04,1.05,-0.066,Ordinary,Not in reference set,86.18,16.55,6.70,71.14,No,
SITAGLIPTIN,ALOPECIA,Skin,669,640.9,1.04,1.05,1.05,-0.066,Ordinary,Not in reference set,82.66,17.49,5.08,69.36,No,
LEVOTHYROXINE,DEPRESSION,Psychiatric,2927,2937.2,1.00,1.00,1.00,-0.066,Ordinary,Not in reference set,82.88,17.08,5.43,66.45,No,
LISINOPRIL,DIZZINESS,Nervous system,2509,2509.1,1.00,1.00,1.00,-0.066,Ordinary,Not in reference set,84.26,18.09,5.74,68.00,No,
PREDNISONE,DRUG INEFFECTIVE,General,2029,2018.8,1.01,1.01,1.01,-0.066,Ordinary,Not in reference set,83.59,19.17,6.31,68.01,No,
ONDANSETRON,HYPOGLYCAEMIA,Metabolic,1109,1083.8,1.02,1.03,1.03,-0.066,Ordinary,Not in reference set,82.15,17.67,5.68,67.81,No,
LEVOFLOXACIN,TREMOR,Nervous system,941,914.3,1.03,1.03,1.03,-0.066,Ordinary,Not in reference set,83.21,20.62,4.99,66.63,No,
MONTELUKAST,PHOTOSENSITIVITY REACTION,Skin,619,591.1,1.05,1.05,1.05,-0.066,Ordinary,Not in reference set,84.33,14.54,4.36,64.78,No,
AMLODIPINE,NAUSEA,Gastrointestinal,3059,3073.0,1.00,0.99,0.99,-0.066,Ordinary,Not in reference set,83.07,18.27,4.97,67.21,No,
LEVOTHYROXINE,INSOMNIA,Psychiatric,2443,2442.2,1.00,1.00,1.00,-0.066,Ordinary,Not in reference set,82.44,15.76,5.24,66.27,No,
CIPROFLOXACIN,DIARRHOEA,Gastrointestinal,1785,1770.4,1.01,1.01,1.01,-0.066,Ordinary,Not in reference set,81.18,16.81,5.71,65.43,No,
AMLODIPINE,VOMITING,Gastrointestinal,2495,2495.5,1.00,1.00,1.00,-0.066,Ordinary,Not in reference set,83.41,18.08,5.41,66.61,No,
CIPROFLOXACIN,SOMNOLENCE,Nervous system,1182,1158.0,1.02,1.02,1.02,-0.066,Ordinary,Not in reference set,83.16,18.87,5.33,69.29,No,
HYDROXYCHLOROQUINE,SEIZURE,Nervous system,523,495.4,1.06,1.06,1.06,-0.066,Ordinary,Not in reference set,83.17,20.08,5.35,67.69,No,
PANTOPRAZOLE,ARTHRALGIA,Musculoskeletal,1597,1579.3,1.01,1.01,1.01,-0.067,Ordinary,Not in reference set,83.84,18.91,5.70,70.51,No,
ADALIMUMAB,BACK PAIN,Musculoskeletal,841,813.8,1.03,1.04,1.04,-0.067,Ordinary,Not in reference set,83.12,18.67,6.78,65.28,No,
AMIODARONE,HYPERTENSION,Vascular,838,810.8,1.03,1.04,1.04,-0.067,Ordinary,Not in reference set,82.46,17.06,5.01,70.17,No,
LISINOPRIL,MYOCARDITIS,Cardiac,593,565.3,1.05,1.06,1.06,-0.067,Ordinary,Not in reference set,84.65,16.36,4.89,68.80,No,
AMLODIPINE,NIGHTMARE,Psychiatric,1266,1243.3,1.02,1.02,1.02,-0.067,Ordinary,Not in reference set,83.49,16.75,6.16,65.09,No,
ISOTRETINOIN,ABDOMINAL PAIN,Gastrointestinal,914,887.4,1.03,1.03,1.03,-0.067,Ordinary,Not in reference set,82.28,18.60,4.38,67.07,No,
ROSUVASTATIN,DEPRESSION,Psychiatric,2164,2157.8,1.00,1.00,1.00,-0.067,Ordinary,Not in reference set,83.41,17.61,4.44,68.53,No,
TAMSULOSIN,HEADACHE,Nervous system,1438,1417.9,1.01,1.02,1.02,-0.067,Ordinary,Not in reference set,83.10,16.34,6.26,65.65,No,
AMIODARONE,INSOMNIA,Psychiatric,1167,1143.1,1.02,1.02,1.02,-0.067,Ordinary,Not in reference set,83.03,16.88,5.83,67.35,No,
MONTELUKAST,COUGH,Respiratory,1729,1714.1,1.01,1.01,1.01,-0.067,Ordinary,Not in reference set,83.86,16.08,5.15,66.51,No,
AZITHROMYCIN,GASTROINTESTINAL HAEMORRHAGE,Gastrointestinal,1372,1351.0,1.02,1.02,1.02,-0.067,Ordinary,Not in reference set,81.71,16.40,6.49,67.27,No,
ALBUTEROL,NAUSEA,Gastrointestinal,2518,2520.1,1.00,1.00,1.00,-0.067,Ordinary,Not in reference set,84.11,16.76,5.44,68.27,No,
OMEPRAZOLE,DIZZINESS,Nervous system,2266,2262.4,1.00,1.00,1.00,-0.067,Ordinary,Not in reference set,83.67,15.67,5.25,66.86,No,
MONTELUKAST,WEIGHT DECREASED,Investigations,1194,1170.6,1.02,1.02,1.02,-0.067,Ordinary,Not in reference set,82.83,18.17,5.03,65.41,No,
PANTOPRAZOLE,ALOPECIA,Skin,923,896.7,1.03,1.03,1.03,-0.067,Ordinary,Not in reference set,81.26,16.14,4.98,66.85,No,
ATORVASTATIN,ABDOMINAL PAIN,Gastrointestinal,2192,2186.9,1.00,1.00,1.00,-0.067,Ordinary,Not in reference set,81.71,18.02,5.66,66.56,No,
TAMSULOSIN,ABDOMINAL PAIN,Gastrointestinal,1140,1116.0,1.02,1.02,1.02,-0.067,Ordinary,Not in reference set,81.67,19.04,5.79,69.47,No,
METFORMIN,NAUSEA,Gastrointestinal,3087,3103.8,0.99,0.99,0.99,-0.067,Ordinary,Not in reference set,83.64,18.08,5.18,67.80,No,
PREDNISONE,HYPONATRAEMIA,Metabolic,1008,982.6,1.03,1.03,1.03,-0.067,Ordinary,Not in reference set,83.13,16.27,6.15,65.97,No,
CLOPIDOGREL,DEPRESSION,Psychiatric,1911,1900.2,1.01,1.01,1.01,-0.067,Ordinary,Not in reference set,82.78,16.27,5.91,66.25,No,
CLOZAPINE,NAUSEA,Gastrointestinal,1620,1603.6,1.01,1.01,1.01,-0.067,Ordinary,Not in reference set,83.02,18.02,5.49,64.44,No,
ALLOPURINOL,MYALGIA,Musculoskeletal,1024,998.8,1.03,1.03,1.03,-0.067,Ordinary,Not in reference set,81.15,16.21,6.05,67.48,No,
IBUPROFEN,MYOCARDIAL INFARCTION,Cardiac,1510,1491.8,1.01,1.01,1.01,-0.067,Ordinary,Not in reference set,81.99,17.15,4.77,66.29,No,
ISOTRETINOIN,CARDIAC ARREST,Cardiac,289,264.6,1.09,1.10,1.10,-0.067,Ordinary,Not in reference set,83.74,13.84,5.54,68.86,No,
DULOXETINE,SUICIDAL IDEATION,Psychiatric,1209,1186.2,1.02,1.02,1.02,-0.068,Ordinary,Not in reference set,83.87,18.78,6.04,67.82,No,
WARFARIN,AMPUTATION,Procedural,506,478.9,1.06,1.06,1.06,-0.068,Ordinary,Not in reference set,82.41,17.98,3.36,69.96,No,
CANAGLIFLOZIN,GASTROINTESTINAL HAEMORRHAGE,Gastrointestinal,985,959.8,1.03,1.03,1.03,-0.068,Ordinary,Not in reference set,83.65,17.16,5.48,68.43,No,
METFORMIN,CLOSTRIDIUM DIFFICILE COLITIS,Gastrointestinal,752,725.1,1.04,1.04,1.04,-0.068,Ordinary,Not in reference set,83.24,17.42,6.12,64.49,No,
ALBUTEROL,ANXIETY,Psychiatric,1552,1535.0,1.01,1.01,1.01,-0.068,Ordinary,Not in reference set,81.51,17.46,6.31,66.24,No,
PANTOPRAZOLE,FOETAL MALFORMATION,Congenital,583,555.8,1.05,1.05,1.05,-0.068,Ordinary,Not in reference set,84.39,18.70,5.32,66.38,No,
AMIODARONE,HYPOGLYCAEMIA,Metabolic,715,688.0,1.04,1.04,1.04,-0.068,Ordinary,Not in reference set,82.24,15.66,4.90,66.29,No,
AMLODIPINE,ABDOMINAL PAIN,Gastrointestinal,2173,2169.2,1.00,1.00,1.00,-0.068,Ordinary,Not in reference set,84.35,17.12,6.07,68.84,No,
WARFARIN,AORTIC ANEURYSM,Vascular,542,515.1,1.05,1.06,1.06,-0.068,Ordinary,Not in reference set,82.84,16.79,6.83,70.11,No,
LISINOPRIL,PRURITUS,Skin,2169,2165.5,1.00,1.00,1.00,-0.069,Ordinary,Not in reference set,84.56,18.58,6.41,66.16,No,
ADALIMUMAB,SUICIDAL IDEATION,Psychiatric,1010,985.5,1.02,1.03,1.03,-0.069,Ordinary,Not in reference set,81.68,18.61,6.34,66.83,No,
FEBUXOSTAT,HAEMORRHAGE,Vascular,579,552.0,1.05,1.05,1.05,-0.069,Ordinary,Not in reference set,82.21,15.54,5.87,65.63,No,
TRAMADOL,DEPRESSION,Psychiatric,1918,1909.0,1.00,1.01,1.01,-0.069,Ordinary,Not in reference set,82.12,16.63,4.69,66.06,No,
HYDROXYCHLOROQUINE,HALLUCINATION,Psychiatric,360,334.6,1.08,1.08,1.08,-0.069,Ordinary,Not in reference set,81.94,13.61,3.89,63.06,No,
METHOTREXATE,BACK PAIN,Musculoskeletal,997,972.5,1.03,1.03,1.03,-0.069,Ordinary,Not in reference set,83.95,16.85,5.02,67.30,No,
FUROSEMIDE,OFF LABEL USE,General,1311,1290.9,1.02,1.02,1.02,-0.069,Ordinary,Not in reference set,83.22,18.61,6.64,67.89,No,
AMLODIPINE,ARTHRALGIA,Musculoskeletal,2194,2191.8,1.00,1.00,1.00,-0.069,Ordinary,Not in reference set,82.91,16.59,5.70,66.64,No,
PREDNISONE,DEPRESSION,Psychiatric,2167,2164.1,1.00,1.00,1.00,-0.069,Ordinary,Not in reference set,83.20,18.32,5.63,67.79,No,
GABAPENTIN,TACHYCARDIA,Cardiac,1307,1286.9,1.02,1.02,1.02,-0.069,Ordinary,Not in reference set,82.17,16.68,5.74,66.95,No,
CLOPIDOGREL,HEADACHE,Nervous system,1976,1969.0,1.00,1.00,1.00,-0.069,Ordinary,Not in reference set,83.30,17.16,5.67,67.26,No,
HYDROXYCHLOROQUINE,HYPERTENSION,Vascular,839,813.3,1.03,1.03,1.03,-0.069,Ordinary,Not in reference set,83.08,19.90,5.01,69.61,No,
DULOXETINE,NEUTROPENIA,Blood,610,583.3,1.05,1.05,1.05,-0.069,Ordinary,Not in reference set,83.77,13.93,6.39,66.72,No,
ONDANSETRON,PNEUMONIA,Infection,1261,1240.4,1.02,1.02,1.02,-0.069,Ordinary,Not in reference set,83.51,14.35,5.87,66.53,No,
ADALIMUMAB,GASTROINTESTINAL HAEMORRHAGE,Gastrointestinal,998,973.9,1.02,1.03,1.03,-0.069,Ordinary,Not in reference set,82.06,16.93,5.31,65.73,No,
FUROSEMIDE,FATIGUE,General,2283,2283.4,1.00,1.00,1.00,-0.069,Ordinary,Not in reference set,83.00,16.78,4.99,65.97,No,
PANTOPRAZOLE,DEPRESSION,Psychiatric,1924,1916.3,1.00,1.00,1.00,-0.070,Ordinary,Not in reference set,83.26,17.46,5.46,66.94,No,
AZITHROMYCIN,CONSTIPATION,Gastrointestinal,1360,1341.3,1.01,1.02,1.02,-0.070,Ordinary,Not in reference set,82.94,16.40,5.88,69.85,No,
METHOTREXATE,CONSTIPATION,Gastrointestinal,1177,1155.4,1.02,1.02,1.02,-0.070,Ordinary,Not in reference set,84.28,19.46,5.69,67.54,No,
WARFARIN,ARTHRALGIA,Musculoskeletal,1791,1780.7,1.01,1.01,1.01,-0.070,Ordinary,Not in reference set,83.81,17.53,6.64,66.44,No,
GABAPENTIN,MYOCARDIAL INFARCTION,Cardiac,1345,1326.1,1.01,1.02,1.02,-0.070,Ordinary,Not in reference set,83.87,19.26,4.09,66.02,No,
AMLODIPINE,ANGIOEDEMA,Skin,986,962.0,1.02,1.03,1.03,-0.070,Ordinary,Not in reference set,81.85,16.43,7.00,65.31,No,
MONTELUKAST,CONSTIPATION,Gastrointestinal,1737,1725.6,1.01,1.01,1.01,-0.070,Ordinary,Not in reference set,82.21,16.70,5.47,68.16,No,
CANAGLIFLOZIN,DIZZINESS,Nervous system,1287,1267.3,1.02,1.02,1.02,-0.070,Ordinary,Not in reference set,83.45,16.63,6.45,65.66,No,
ALLOPURINOL,HEPATIC FAILURE,Hepatobiliary,358,332.9,1.08,1.08,1.08,-0.070,Ordinary,Not in reference set,79.89,18.44,5.87,67.88,No,
ROSUVASTATIN,NAUSEA,Gastrointestinal,2487,2493.2,1.00,1.00,1.00,-0.070,Ordinary,Not in reference set,82.75,18.05,5.03,66.71,No,
AMLODIPINE,MEMORY IMPAIRMENT,Nervous system,983,959.1,1.02,1.03,1.03,-0.070,Ordinary,Not in reference set,82.71,17.60,6.21,67.04,No,
TRAMADOL,NIGHTMARE,Psychiatric,917,892.4,1.03,1.03,1.03,-0.070,Ordinary,Not in reference set,82.33,16.79,7.09,67.83,No,
METFORMIN,HYPOTENSION,Vascular,1645,1632.0,1.01,1.01,1.01,-0.070,Ordinary,Not in reference set,82.67,17.02,5.96,67.29,No,
ATORVASTATIN,SOMNOLENCE,Nervous system,1638,1624.8,1.01,1.01,1.01,-0.070,Ordinary,Not in reference set,81.75,17.03,5.25,65.63,No,
SERTRALINE,OFF LABEL USE,General,1297,1277.7,1.02,1.02,1.02,-0.070,Ordinary,Not in reference set,82.81,17.19,6.94,67.15,No,
GABAPENTIN,TORSADE DE POINTES,Cardiac,514,487.7,1.05,1.06,1.06,-0.070,Ordinary,Not in reference set,83.46,16.73,4.86,66.54,No,
AMLODIPINE,CONSTIPATION,Gastrointestinal,1876,1868.1,1.00,1.00,1.01,-0.070,Ordinary,Not in reference set,83.96,17.22,6.13,68.82,No,
METHOTREXATE,PYREXIA,General,1192,1171.2,1.02,1.02,1.02,-0.070,Ordinary,Not in reference set,85.07,18.37,5.62,68.71,No,
AZITHROMYCIN,ANAEMIA,Blood,1152,1130.6,1.02,1.02,1.02,-0.070,Ordinary,Not in reference set,83.94,18.06,6.25,66.32,No,
AMLODIPINE,STEVENS-JOHNSON SYNDROME,Skin,613,586.7,1.04,1.05,1.05,-0.070,Ordinary,Not in reference set,80.26,15.66,5.38,66.39,No,
FUROSEMIDE,PNEUMONIA,Infection,1267,1247.4,1.02,1.02,1.02,-0.070,Ordinary,Not in reference set,82.95,18.71,6.08,67.96,No,
OMEPRAZOLE,NAUSEA,Gastrointestinal,2783,2798.3,0.99,0.99,0.99,-0.071,Ordinary,Not in reference set,83.29,17.10,5.53,65.94,No,
SERTRALINE,HEADACHE,Nervous system,2233,2234.0,1.00,1.00,1.00,-0.071,Ordinary,Not in reference set,82.40,16.66,6.58,65.38,No,
FUROSEMIDE,TREMOR,Nervous system,1067,1044.7,1.02,1.02,1.02,-0.071,Ordinary,Not in reference set,82.10,15.56,5.25,66.92,No,
AMLODIPINE,ATRIAL FIBRILLATION,Cardiac,1247,1227.4,1.02,1.02,1.02,-0.071,Ordinary,Not in reference set,80.67,16.68,5.29,67.60,No,
HYDROXYCHLOROQUINE,HEADACHE,Nervous system,1445,1428.9,1.01,1.01,1.01,-0.071,Ordinary,Not in reference set,82.77,17.16,5.47,66.64,No,
LISINOPRIL,ACUTE KIDNEY INJURY,Renal,1402,1385.1,1.01,1.01,1.01,-0.071,Ordinary,Not in reference set,83.88,19.12,5.78,68.33,No,
TRAMADOL,PRURITUS,Skin,1553,1539.1,1.01,1.01,1.01,-0.071,Ordinary,Not in reference set,83.07,16.81,6.37,65.74,No,
LISINOPRIL,PULMONARY FIBROSIS,Respiratory,778,752.8,1.03,1.04,1.04,-0.071,Ordinary,Not in reference set,83.55,18.38,7.33,68.38,No,
FUROSEMIDE,MYOCARDIAL INFARCTION,Cardiac,1358,1340.5,1.01,1.01,1.01,-0.071,Ordinary,Not in reference set,82.99,16.57,4.20,67.01,No,
METHOTREXATE,ABDOMINAL PAIN,Gastrointestinal,1359,1341.6,1.01,1.01,1.01,-0.071,Ordinary,Not in reference set,84.11,18.03,5.15,66.23,No,
AMLODIPINE,GASTROINTESTINAL HAEMORRHAGE,Gastrointestinal,1888,1881.7,1.00,1.00,1.00,-0.071,Ordinary,Not in reference set,82.68,16.90,5.93,66.31,No,
SITAGLIPTIN,SEIZURE,Nervous system,518,492.1,1.05,1.06,1.06,-0.071,Ordinary,Not in reference set,82.63,15.25,5.98,67.37,No,
SITAGLIPTIN,DRUG INEFFECTIVE,General,1296,1277.7,1.01,1.02,1.02,-0.071,Ordinary,Not in reference set,82.64,18.36,5.02,65.35,No,
TAMSULOSIN,ACUTE KIDNEY INJURY,Renal,731,705.6,1.04,1.04,1.04,-0.071,Ordinary,Not in reference set,82.76,18.60,5.34,66.21,No,
VALPROATE,ATRIAL FIBRILLATION,Cardiac,669,643.3,1.04,1.04,1.04,-0.071,Ordinary,Not in reference set,84.01,17.04,4.78,69.66,No,
METFORMIN,PYREXIA,General,1918,1912.7,1.00,1.00,1.00,-0.071,Ordinary,Not in reference set,83.89,17.41,5.47,66.94,No,
PANTOPRAZOLE,ANAEMIA,Blood,1155,1134.6,1.02,1.02,1.02,-0.071,Ordinary,Not in reference set,83.20,16.28,4.33,67.88,No,
VALPROATE,FATIGUE,General,1476,1461.3,1.01,1.01,1.01,-0.072,Ordinary,Not in reference set,83.88,15.51,6.10,69.44,No,
LEVOTHYROXINE,DEHYDRATION,Metabolic,1398,1381.8,1.01,1.01,1.01,-0.072,Ordinary,Not in reference set,82.62,18.67,6.65,67.10,No,
ATORVASTATIN,DYSPNOEA,Respiratory,2195,2197.0,1.00,1.00,1.00,-0.072,Ordinary,Not in reference set,84.19,16.31,6.01,67.97,No,
METFORMIN,ANXIETY,Psychiatric,1896,1890.6,1.00,1.00,1.00,-0.072,Ordinary,Not in reference set,81.80,17.51,5.80,67.99,No,
IBUPROFEN,AMPUTATION,Procedural,563,537.2,1.05,1.05,1.05,-0.072,Ordinary,Not in reference set,84.19,17.58,5.33,69.80,No,
FUROSEMIDE,SEIZURE,Nervous system,807,782.5,1.03,1.03,1.04,-0.072,Ordinary,Not in reference set,82.03,14.62,4.83,69.64,No,
DULOXETINE,DEHYDRATION,Metabolic,804,779.5,1.03,1.03,1.03,-0.072,Ordinary,Not in reference set,83.21,18.41,5.72,66.04,No,
ATORVASTATIN,HEADACHE,Nervous system,2761,2778.4,0.99,0.99,0.99,-0.072,Ordinary,Not in reference set,83.48,17.96,5.83,65.41,No,
IBUPROFEN,SUICIDAL IDEATION,Psychiatric,1744,1735.4,1.00,1.01,1.01,-0.072,Ordinary,Not in reference set,83.89,16.86,5.68,66.46,No,
MONTELUKAST,BACK PAIN,Musculoskeletal,1467,1452.5,1.01,1.01,1.01,-0.072,Ordinary,Not in reference set,83.44,18.61,4.64,65.58,No,
TAMSULOSIN,MYOCARDIAL INFARCTION,Cardiac,866,842.1,1.03,1.03,1.03,-0.072,Ordinary,Not in reference set,83.26,19.28,4.73,69.75,No,
AMIODARONE,HEPATITIS,Hepatobiliary,390,365.0,1.07,1.07,1.07,-0.072,Ordinary,Not in reference set,88.21,20.26,4.87,68.72,No,
IBUPROFEN,CONFUSIONAL STATE,Psychiatric,1163,1143.2,1.02,1.02,1.02,-0.072,Ordinary,Not in reference set,84.18,17.97,5.16,67.93,No,
FUROSEMIDE,DIZZINESS,Nervous system,2036,2034.7,1.00,1.00,1.00,-0.072,Ordinary,Not in reference set,83.60,18.12,5.26,66.36,No,
ALBUTEROL,DRUG INEFFECTIVE,General,2036,2034.7,1.00,1.00,1.00,-0.072,Ordinary,Not in reference set,84.68,17.73,5.80,67.53,No,
HYDROXYCHLOROQUINE,DIARRHOEA,Gastrointestinal,1295,1277.6,1.01,1.01,1.02,-0.072,Ordinary,Not in reference set,82.16,18.84,5.71,67.64,No,
FEBUXOSTAT,HYPOTENSION,Vascular,705,680.0,1.04,1.04,1.04,-0.072,Ordinary,Not in reference set,85.53,18.01,6.38,68.51,No,
TRAMADOL,FATIGUE,General,2003,2001.3,1.00,1.00,1.00,-0.073,Ordinary,Not in reference set,83.37,17.67,5.84,64.70,No,
SERTRALINE,COUGH,Respiratory,1517,1504.1,1.01,1.01,1.01,-0.073,Ordinary,Not in reference set,84.25,16.22,5.21,66.78,No,
CLOPIDOGREL,COUGH,Respiratory,1342,1325.7,1.01,1.01,1.01,-0.073,Ordinary,Not in reference set,83.38,14.98,4.92,68.78,No,
ATORVASTATIN,TREMOR,Nervous system,1303,1286.0,1.01,1.01,1.02,-0.073,Ordinary,Not in reference set,83.42,16.88,6.29,66.23,No,
SITAGLIPTIN,FATIGUE,General,1450,1435.9,1.01,1.01,1.01,-0.073,Ordinary,Not in reference set,80.62,16.83,5.52,64.97,No,
LISINOPRIL,SEROTONIN SYNDROME,Nervous system,741,716.4,1.03,1.04,1.04,-0.073,Ordinary,Not in reference set,84.21,19.30,6.07,67.48,No,
METHOTREXATE,INSOMNIA,Psychiatric,1383,1367.7,1.01,1.01,1.01,-0.073,Ordinary,Not in reference set,84.31,16.99,6.15,66.81,No,
CELECOXIB,DYSPNOEA,Respiratory,1149,1129.5,1.02,1.02,1.02,-0.073,Ordinary,Not in reference set,84.86,18.71,4.96,67.28,No,
SITAGLIPTIN,PYREXIA,General,997,975.2,1.02,1.02,1.02,-0.073,Ordinary,Not in reference set,82.55,18.56,5.42,66.80,No,
METFORMIN,RASH,Skin,2479,2490.3,1.00,0.99,0.99,-0.073,Ordinary,Not in reference set,84.43,18.03,5.49,66.92,No,
SITAGLIPTIN,INSOMNIA,Psychiatric,1158,1138.8,1.02,1.02,1.02,-0.073,Ordinary,Not in reference set,82.47,16.15,6.82,66.67,No,
AMLODIPINE,HEADACHE,Nervous system,2737,2755.9,0.99,0.99,0.99,-0.073,Ordinary,Not in reference set,83.56,17.14,5.44,67.30,No,
CIPROFLOXACIN,RASH,Skin,1778,1771.5,1.00,1.00,1.00,-0.073,Ordinary,Not in reference set,82.85,15.24,5.51,67.44,No,
TRAMADOL,ANXIETY,Psychiatric,1359,1343.5,1.01,1.01,1.01,-0.073,Ordinary,Not in reference set,79.47,15.75,4.19,67.62,No,
ISOTRETINOIN,PRURITUS,Skin,900,877.2,1.03,1.03,1.03,-0.073,Ordinary,Not in reference set,82.56,16.89,5.89,66.56,No,
MONTELUKAST,FOETAL MALFORMATION,Congenital,737,712.6,1.03,1.04,1.04,-0.073,Ordinary,Not in reference set,84.26,17.77,6.38,69.47,No,
SITAGLIPTIN,SEROTONIN SYNDROME,Nervous system,390,365.3,1.07,1.07,1.07,-0.073,Ordinary,Not in reference set,81.79,17.44,5.64,68.97,No,
ONDANSETRON,ANXIETY,Psychiatric,1536,1524.2,1.01,1.01,1.01,-0.073,Ordinary,Not in reference set,83.07,16.47,5.60,63.67,No,
HYDROXYCHLOROQUINE,ABDOMINAL PAIN,Gastrointestinal,1144,1124.7,1.02,1.02,1.02,-0.073,Ordinary,Not in reference set,83.65,17.66,4.90,65.91,No,
ONDANSETRON,DIARRHOEA,Gastrointestinal,2007,2006.5,1.00,1.00,1.00,-0.073,Ordinary,Not in reference set,82.46,16.69,5.08,67.31,No,
ADALIMUMAB,PANCREATITIS,Gastrointestinal,508,482.8,1.05,1.06,1.06,-0.073,Ordinary,Not in reference set,81.89,19.29,5.71,66.14,No,
DULOXETINE,NAUSEA,Gastrointestinal,1917,1914.3,1.00,1.00,1.00,-0.073,Ordinary,Not in reference set,82.84,16.95,5.53,66.61,No,
PANTOPRAZOLE,MUSCULAR WEAKNESS,Musculoskeletal,927,904.8,1.02,1.03,1.03,-0.074,Ordinary,Not in reference set,80.91,17.69,6.26,66.34,No,
CIPROFLOXACIN,MYOCARDITIS,Cardiac,427,402.2,1.06,1.07,1.07,-0.074,Ordinary,Not in reference set,82.20,18.03,4.92,64.64,No,
AMIODARONE,DIARRHOEA,Gastrointestinal,1290,1273.7,1.01,1.01,1.01,-0.074,Ordinary,Not in reference set,82.17,18.84,5.50,66.51,No,
AMLODIPINE,SEIZURE,Nervous system,977,955.5,1.02,1.03,1.03,-0.074,Ordinary,Not in reference set,84.24,17.60,6.45,70.62,No,
TAMSULOSIN,ANGIOEDEMA,Skin,520,494.9,1.05,1.05,1.06,-0.074,Ordinary,Not in reference set,78.46,19.04,4.81,65.38,No,
ESOMEPRAZOLE,HEADACHE,Nervous system,1978,1977.3,1.00,1.00,1.00,-0.074,Ordinary,Not in reference set,82.86,16.99,5.66,68.15,No,
INSULIN GLARGINE,FATIGUE,General,1727,1720.1,1.00,1.00,1.00,-0.074,Ordinary,Not in reference set,83.56,17.60,4.11,65.95,No,
METFORMIN,PARAESTHESIA,Nervous system,1309,1293.2,1.01,1.01,1.01,-0.074,Ordinary,Not in reference set,82.96,17.34,4.66,66.23,No,
ONDANSETRON,MUSCULAR WEAKNESS,Musculoskeletal,1043,1022.6,1.02,1.02,1.02,-0.074,Ordinary,Not in reference set,83.89,16.20,5.08,68.65,No,
ATORVASTATIN,ANGIOEDEMA,Skin,991,969.8,1.02,1.02,1.03,-0.074,Ordinary,Not in reference set,84.96,18.26,6.05,67.00,No,
PANTOPRAZOLE,TREMOR,Nervous system,941,919.1,1.02,1.03,1.03,-0.074,Ordinary,Not in reference set,82.68,15.83,5.74,67.16,No,
WARFARIN,DEHYDRATION,Metabolic,1037,1016.5,1.02,1.02,1.02,-0.074,Ordinary,Not in reference set,84.47,16.01,4.44,67.21,No,
VALPROATE,TENDON RUPTURE,Musculoskeletal,758,734.1,1.03,1.03,1.04,-0.074,Ordinary,Not in reference set,80.87,17.28,6.20,67.94,No,
METHOTREXATE,VOMITING,Gastrointestinal,1554,1543.4,1.01,1.01,1.01,-0.074,Ordinary,Not in reference set,83.78,16.54,5.73,67.44,No,
ROSUVASTATIN,MYOCARDIAL INFARCTION,Cardiac,1343,1328.0,1.01,1.01,1.01,-0.074,Ordinary,Not in reference set,85.26,19.21,5.29,68.28,No,
